category,Earnings Yield
Wed Feb 15 1871,0.0889
Wed Mar 15 1871,0.0868
Sat Apr 15 1871,0.0844
Mon May 15 1871,0.0823
Thu Jun 15 1871,0.083
Sat Jul 15 1871,0.0846
Tue Aug 15 1871,0.0835
Fri Sep 15 1871,0.0826
Sun Oct 15 1871,0.0871
Wed Nov 15 1871,0.0862
Fri Dec 15 1871,0.0844
Mon Jan 15 1872,0.0828
Thu Feb 15 1872,0.083
Fri Mar 15 1872,0.0809
Mon Apr 15 1872,0.0792
Wed May 15 1872,0.0796
Sat Jun 15 1872,0.0809
Mon Jul 15 1872,0.0819
Thu Aug 15 1872,0.0833
Sun Sep 15 1872,0.0854
Tue Oct 15 1872,0.0855
Fri Nov 15 1872,0.0864
Sun Dec 15 1872,0.0848
Wed Jan 15 1873,0.0846
Sat Feb 15 1873,0.0845
Sat Mar 15 1873,0.0856
Tue Apr 15 1873,0.0873
Thu May 15 1873,0.0876
Sun Jun 15 1873,0.0894
Tue Jul 15 1873,0.09
Fri Aug 15 1873,0.0905
Mon Sep 15 1873,0.0986
Wed Oct 15 1873,0.1086
Sat Nov 15 1873,0.1132
Mon Dec 15 1873,0.1041
Thu Jan 15 1874,0.0987
Sun Feb 15 1874,0.0958
Sun Mar 15 1874,0.0973
Wed Apr 15 1874,0.1
Fri May 15 1874,0.1027
Mon Jun 15 1874,0.1031
Wed Jul 15 1874,0.1031
Sat Aug 15 1874,0.1029
Tue Sep 15 1874,0.1013
Thu Oct 15 1874,0.1015
Sun Nov 15 1874,0.1007
Tue Dec 15 1874,0.1013
Fri Jan 15 1875,0.0995
Mon Feb 15 1875,0.0979
Mon Mar 15 1875,0.0948
Thu Apr 15 1875,0.0918
Sat May 15 1875,0.0936
Tue Jun 15 1875,0.0936
Thu Jul 15 1875,0.0915
Sun Aug 15 1875,0.0892
Wed Sep 15 1875,0.0881
Fri Oct 15 1875,0.0876
Mon Nov 15 1875,0.0843
Wed Dec 15 1875,0.0824
Sat Jan 15 1876,0.0792
Tue Feb 15 1876,0.0767
Wed Mar 15 1876,0.0754
Sat Apr 15 1876,0.0768
Mon May 15 1876,0.0782
Thu Jun 15 1876,0.0771
Sat Jul 15 1876,0.0764
Tue Aug 15 1876,0.078
Fri Sep 15 1876,0.0813
Sun Oct 15 1876,0.0799
Wed Nov 15 1876,0.0796
Fri Dec 15 1876,0.0782
Mon Jan 15 1877,0.0794
Thu Feb 15 1877,0.0848
Thu Mar 15 1877,0.0899
Sun Apr 15 1877,0.0975
Tue May 15 1877,0.0981
Fri Jun 15 1877,0.1062
Sun Jul 15 1877,0.1024
Wed Aug 15 1877,0.0962
Sat Sep 15 1877,0.091
Mon Oct 15 1877,0.0896
Thu Nov 15 1877,0.0915
Sat Dec 15 1877,0.0923
Tue Jan 15 1878,0.0926
Fri Feb 15 1878,0.0949
Fri Mar 15 1878,0.0934
Mon Apr 15 1878,0.0911
Wed May 15 1878,0.0911
Sat Jun 15 1878,0.0894
Mon Jul 15 1878,0.0879
Thu Aug 15 1878,0.0889
Sun Sep 15 1878,0.0874
Tue Oct 15 1878,0.0886
Fri Nov 15 1878,0.0891
Sun Dec 15 1878,0.0899
Wed Jan 15 1879,0.0882
Sat Feb 15 1879,0.0867
Sat Mar 15 1879,0.0897
Tue Apr 15 1879,0.0884
Thu May 15 1879,0.0861
Sun Jun 15 1879,0.0871
Tue Jul 15 1879,0.0868
Fri Aug 15 1879,0.0876
Mon Sep 15 1879,0.0859
Wed Oct 15 1879,0.0787
Sat Nov 15 1879,0.0759
Mon Dec 15 1879,0.0772
Thu Jan 15 1880,0.0762
Sun Feb 15 1880,0.0766
Mon Mar 15 1880,0.0769
Thu Apr 15 1880,0.0804
Sat May 15 1880,0.0893
Tue Jun 15 1880,0.0908
Thu Jul 15 1880,0.0887
Sun Aug 15 1880,0.0873
Wed Sep 15 1880,0.0893
Fri Oct 15 1880,0.0885
Mon Nov 15 1880,0.0857
Wed Dec 15 1880,0.0839
Sat Jan 15 1881,0.0785
Tue Feb 15 1881,0.0781
Tue Mar 15 1881,0.0765
Fri Apr 15 1881,0.0761
Sun May 15 1881,0.0722
Wed Jun 15 1881,0.0707
Fri Jul 15 1881,0.0726
Mon Aug 15 1881,0.0737
Thu Sep 15 1881,0.0724
Sat Oct 15 1881,0.0729
Tue Nov 15 1881,0.0718
Thu Dec 15 1881,0.0732
Sun Jan 15 1882,0.0742
Wed Feb 15 1882,0.0757
Wed Mar 15 1882,0.0757
Sat Apr 15 1882,0.0756
Mon May 15 1882,0.0763
Thu Jun 15 1882,0.0766
Sat Jul 15 1882,0.0724
Tue Aug 15 1882,0.0701
Fri Sep 15 1882,0.0693
Sun Oct 15 1882,0.0711
Wed Nov 15 1882,0.0741
Fri Dec 15 1882,0.0736
Mon Jan 15 1883,0.0736
Thu Feb 15 1883,0.0748
Thu Mar 15 1883,0.0735
Sun Apr 15 1883,0.0716
Tue May 15 1883,0.0724
Fri Jun 15 1883,0.0713
Sun Jul 15 1883,0.072
Wed Aug 15 1883,0.075
Sat Sep 15 1883,0.0737
Mon Oct 15 1883,0.0753
Thu Nov 15 1883,0.0737
Sat Dec 15 1883,0.0749
Tue Jan 15 1884,0.0758
Fri Feb 15 1884,0.0724
Sat Mar 15 1884,0.0712
Tue Apr 15 1884,0.0731
Thu May 15 1884,0.078
Sun Jun 15 1884,0.0796
Tue Jul 15 1884,0.0779
Fri Aug 15 1884,0.0717
Mon Sep 15 1884,0.0724
Wed Oct 15 1884,0.0732
Sat Nov 15 1884,0.073
Mon Dec 15 1884,0.0714
Thu Jan 15 1885,0.0723
Sun Feb 15 1885,0.0694
Sun Mar 15 1885,0.0685
Wed Apr 15 1885,0.0679
Fri May 15 1885,0.0679
Mon Jun 15 1885,0.0674
Wed Jul 15 1885,0.0643
Sat Aug 15 1885,0.0601
Tue Sep 15 1885,0.0602
Thu Oct 15 1885,0.0562
Sun Nov 15 1885,0.0522
Tue Dec 15 1885,0.0519
Fri Jan 15 1886,0.0529
Mon Feb 15 1886,0.0528
Mon Mar 15 1886,0.0549
Thu Apr 15 1886,0.0566
Sat May 15 1886,0.0588
Tue Jun 15 1886,0.0571
Thu Jul 15 1886,0.0572
Sun Aug 15 1886,0.0577
Wed Sep 15 1886,0.0572
Fri Oct 15 1886,0.0566
Mon Nov 15 1886,0.0561
Wed Dec 15 1886,0.0585
Sat Jan 15 1887,0.0596
Tue Feb 15 1887,0.0605
Tue Mar 15 1887,0.0595
Fri Apr 15 1887,0.0586
Sun May 15 1887,0.0581
Wed Jun 15 1887,0.0602
Fri Jul 15 1887,0.0622
Mon Aug 15 1887,0.0642
Thu Sep 15 1887,0.0655
Sat Oct 15 1887,0.0683
Tue Nov 15 1887,0.0675
Thu Dec 15 1887,0.0683
Sun Jan 15 1888,0.0662
Wed Feb 15 1888,0.065
Thu Mar 15 1888,0.0659
Sun Apr 15 1888,0.0641
Tue May 15 1888,0.0616
Fri Jun 15 1888,0.0619
Sun Jul 15 1888,0.0587
Wed Aug 15 1888,0.0559
Sat Sep 15 1888,0.053
Mon Oct 15 1888,0.0517
Thu Nov 15 1888,0.0512
Sat Dec 15 1888,0.0506
Tue Jan 15 1889,0.0502
Fri Feb 15 1889,0.0503
Fri Mar 15 1889,0.052
Mon Apr 15 1889,0.0528
Wed May 15 1889,0.052
Sat Jun 15 1889,0.0518
Mon Jul 15 1889,0.0535
Thu Aug 15 1889,0.0534
Sun Sep 15 1889,0.0527
Tue Oct 15 1889,0.0543
Fri Nov 15 1889,0.0555
Sun Dec 15 1889,0.0564
Wed Jan 15 1890,0.0556
Sat Feb 15 1890,0.0561
Sat Mar 15 1890,0.0563
Tue Apr 15 1890,0.055
Thu May 15 1890,0.0526
Sun Jun 15 1890,0.0529
Tue Jul 15 1890,0.0531
Fri Aug 15 1890,0.0542
Mon Sep 15 1890,0.055
Wed Oct 15 1890,0.0574
Sat Nov 15 1890,0.0617
Mon Dec 15 1890,0.063
Thu Jan 15 1891,0.0608
Sun Feb 15 1891,0.0609
Sun Mar 15 1891,0.0629
Wed Apr 15 1891,0.0617
Fri May 15 1891,0.0628
Mon Jun 15 1891,0.0649
Wed Jul 15 1891,0.0669
Sat Aug 15 1891,0.0656
Tue Sep 15 1891,0.0614
Thu Oct 15 1891,0.0622
Sun Nov 15 1891,0.064
Tue Dec 15 1891,0.0628
Fri Jan 15 1892,0.0622
Mon Feb 15 1892,0.0625
Tue Mar 15 1892,0.0623
Fri Apr 15 1892,0.0628
Sun May 15 1892,0.0633
Wed Jun 15 1892,0.0641
Fri Jul 15 1892,0.0645
Mon Aug 15 1892,0.0641
Thu Sep 15 1892,0.0661
Sat Oct 15 1892,0.0653
Tue Nov 15 1892,0.066
Thu Dec 15 1892,0.0672
Sun Jan 15 1893,0.0643
Wed Feb 15 1893,0.0638
Wed Mar 15 1893,0.0645
Sat Apr 15 1893,0.0628
Mon May 15 1893,0.067
Thu Jun 15 1893,0.0683
Sat Jul 15 1893,0.0732
Tue Aug 15 1893,0.0727
Fri Sep 15 1893,0.0658
Sun Oct 15 1893,0.0618
Wed Nov 15 1893,0.0589
Fri Dec 15 1893,0.059
Mon Jan 15 1894,0.0583
Thu Feb 15 1894,0.0555
Thu Mar 15 1894,0.0521
Sun Apr 15 1894,0.0496
Tue May 15 1894,0.0496
Fri Jun 15 1894,0.0484
Sun Jul 15 1894,0.0475
Wed Aug 15 1894,0.0438
Sat Sep 15 1894,0.0413
Mon Oct 15 1894,0.0407
Thu Nov 15 1894,0.0388
Sat Dec 15 1894,0.0372
Tue Jan 15 1895,0.0394
Fri Feb 15 1895,0.0418
Fri Mar 15 1895,0.0436
Mon Apr 15 1895,0.0435
Wed May 15 1895,0.0428
Sat Jun 15 1895,0.0436
Mon Jul 15 1895,0.045
Thu Aug 15 1895,0.0459
Sun Sep 15 1895,0.0472
Tue Oct 15 1895,0.0495
Fri Nov 15 1895,0.0528
Sun Dec 15 1895,0.0579
Wed Jan 15 1896,0.0578
Sat Feb 15 1896,0.0547
Sun Mar 15 1896,0.0548
Wed Apr 15 1896,0.0536
Fri May 15 1896,0.053
Mon Jun 15 1896,0.0532
Wed Jul 15 1896,0.0561
Sat Aug 15 1896,0.0586
Tue Sep 15 1896,0.0549
Thu Oct 15 1896,0.0529
Sun Nov 15 1896,0.0487
Tue Dec 15 1896,0.0498
Fri Jan 15 1897,0.0517
Mon Feb 15 1897,0.0542
Mon Mar 15 1897,0.0561
Thu Apr 15 1897,0.0599
Sat May 15 1897,0.0617
Tue Jun 15 1897,0.0609
Thu Jul 15 1897,0.0602
Sun Aug 15 1897,0.0583
Wed Sep 15 1897,0.0572
Fri Oct 15 1897,0.0609
Mon Nov 15 1897,0.0649
Wed Dec 15 1897,0.0653
Sat Jan 15 1898,0.0642
Tue Feb 15 1898,0.065
Tue Mar 15 1898,0.0688
Fri Apr 15 1898,0.0707
Sun May 15 1898,0.0671
Wed Jun 15 1898,0.0652
Fri Jul 15 1898,0.0656
Mon Aug 15 1898,0.0639
Thu Sep 15 1898,0.0646
Sat Oct 15 1898,0.0667
Tue Nov 15 1898,0.0652
Thu Dec 15 1898,0.0619
Sun Jan 15 1899,0.0593
Wed Feb 15 1899,0.0589
Wed Mar 15 1899,0.0598
Sat Apr 15 1899,0.0607
Mon May 15 1899,0.0651
Thu Jun 15 1899,0.0684
Sat Jul 15 1899,0.0678
Tue Aug 15 1899,0.0678
Fri Sep 15 1899,0.0703
Sun Oct 15 1899,0.0723
Wed Nov 15 1899,0.0726
Fri Dec 15 1899,0.0797
Mon Jan 15 1900,0.0787
Thu Feb 15 1900,0.0773
Thu Mar 15 1900,0.0767
Sun Apr 15 1900,0.0757
Tue May 15 1900,0.0795
Fri Jun 15 1900,0.0819
Sun Jul 15 1900,0.0819
Wed Aug 15 1900,0.0808
Sat Sep 15 1900,0.0828
Mon Oct 15 1900,0.0799
Thu Nov 15 1900,0.0741
Sat Dec 15 1900,0.0699
Tue Jan 15 1901,0.0681
Fri Feb 15 1901,0.0667
Fri Mar 15 1901,0.0646
Mon Apr 15 1901,0.0598
Wed May 15 1901,0.0632
Sat Jun 15 1901,0.0576
Mon Jul 15 1901,0.062
Thu Aug 15 1901,0.0614
Sun Sep 15 1901,0.0619
Tue Oct 15 1901,0.0628
Fri Nov 15 1901,0.0617
Sun Dec 15 1901,0.0629
Wed Jan 15 1902,0.0629
Sat Feb 15 1902,0.0637
Sat Mar 15 1902,0.0649
Tue Apr 15 1902,0.0641
Thu May 15 1902,0.0655
Sun Jun 15 1902,0.0672
Tue Jul 15 1902,0.067
Fri Aug 15 1902,0.0664
Mon Sep 15 1902,0.0675
Wed Oct 15 1902,0.071
Sat Nov 15 1902,0.0751
Mon Dec 15 1902,0.0783
Thu Jan 15 1903,0.0735
Sun Feb 15 1903,0.0729
Sun Mar 15 1903,0.0749
Wed Apr 15 1903,0.077
Fri May 15 1903,0.0774
Mon Jun 15 1903,0.0808
Wed Jul 15 1903,0.0835
Sat Aug 15 1903,0.085
Tue Sep 15 1903,0.0858
Thu Oct 15 1903,0.0873
Sun Nov 15 1903,0.0857
Tue Dec 15 1903,0.0807
Fri Jan 15 1904,0.0788
Mon Feb 15 1904,0.0805
Tue Mar 15 1904,0.0802
Fri Apr 15 1904,0.0778
Sun May 15 1904,0.079
Wed Jun 15 1904,0.0783
Fri Jul 15 1904,0.0747
Mon Aug 15 1904,0.0718
Thu Sep 15 1904,0.0683
Sat Oct 15 1904,0.0641
Tue Nov 15 1904,0.0604
Thu Dec 15 1904,0.0594
Sun Jan 15 1905,0.0599
Wed Feb 15 1905,0.0591
Wed Mar 15 1905,0.0591
Sat Apr 15 1905,0.0615
Mon May 15 1905,0.0665
Thu Jun 15 1905,0.0674
Sat Jul 15 1905,0.0671
Tue Aug 15 1905,0.0663
Fri Sep 15 1905,0.0677
Sun Oct 15 1905,0.0684
Wed Nov 15 1905,0.0704
Fri Dec 15 1905,0.0702
Mon Jan 15 1906,0.0686
Thu Feb 15 1906,0.0699
Thu Mar 15 1906,0.0724
Sun Apr 15 1906,0.0742
Tue May 15 1906,0.0771
Fri Jun 15 1906,0.0769
Sun Jul 15 1906,0.0797
Wed Aug 15 1906,0.075
